  N_84_21                    34.80273   -4.18677   0.9842   -27.53431   0.01538   -31.19358   0.02166   4       2.03393   0.10257   43.045112   0.1728
  N_146_8                    31.40965   -5.21505   1.1254   -27.31324   0.0114    -31.24609   0.02949   4       1.9742    0.13519   44.296393   0.206731
  N_19_47                    35.32691   -4.37741   0.8269   -27.63468   0.02286   -31.23562   0.02435   4       1.99195   0.11697   42.911416   0.202878
  N_67_29                    35.26281   -5.75532   0.8064   -27.45505   0.01412   -31.27      0.0264    4       1.93346   0.12418   43.873499   0.192527
  N_96_7                     33.65925   -3.62731   1.0029   -27.70862   0.01336   -31.27396   0.02554   4       1.93845   0.12346   42.861524   0.196858
  N_33_23                    36.71884   -5.10561   1.627    -27.41098   0.01421   -31.31634   0.04012   4       1.89283   0.12755   44.359477   0.276052
  N_54_17                    35.31161   -5.14253   0.9956   -27.74827   0.014     -31.29633   0.02669   4       1.92234   0.11164   42.846706   0.20509
  N_38_79                    34.62748   -4.93971   1.397    -26.91812   0.01063   -31.22105   0.01377   4       2.08118   0.05316   45.748858   0.12565
  N_149_16                   30.69405   -5.15768   0.861    -27.80952   0.01492   -31.35153   0.02932   4       1.84902   0.14268   42.959938   0.22149
  N_91_13                    34.15386   -3.89036   1.0154   -27.49132   0.01349   -31.32167   0.02563   4       1.94201   0.11937   44.065719   0.186819
  N_7_9                      36.16185   -3.55173   1.6757   -27.32113   0.01242   -31.18976   0.04133   4       2.17308   0.14619   43.892658   0.28262
  N_170_38                   31.00356   -6.6527    0.5829   -27.33086   0.01285   -31.23973   0.04309   4       2.15544   0.24661   44.182321   0.293802
  N_11_22                    36.0928    -3.18185   1.2249   -26.766     0.01035   -31.22729   0.02961   4       2.16038   0.13876   46.412766   0.221663
  N_84_38                    34.95614   -4.05186   1.3114   -27.49192   0.01449   -31.4061    0.03895   4       1.85969   0.15421   44.619985   0.268857
  N_87_25                    33.78414   -4.08713   0.445    -27.82284   0.02682   -31.21245   0.02925   4       2.28551   0.15598   41.98833    0.248061
  N_92_38                    33.66467   -3.78956   0.7764   -27.59467   0.01665   -31.26897   0.0223    4       2.12549   0.11948   43.295118   0.177498
  N_12_46                    36.35131   -2.97511   1.2335   -27.55522   0.00964   -31.24348   0.02754   4       2.1576    0.14549   43.288544   0.198854
  N_165_39                   31.89466   -7.04904   1.0577   -27.64276   0.0105    -31.35666   0.04342   4       1.96686   0.19661   43.676461   0.297379
  N_79_25                    33.99015   -4.83602   0.8835   -27.22825   0.01319   -31.16449   0.01543   4       2.34815   0.09392   44.106271   0.126518
  N_46_46                    36.2175    -4.08877   0.6952   -27.37546   0.01387   -31.21119   0.01216   4       2.30858   0.07661   43.811544   0.113579
  N_20_32                    35.24788   -4.82144   1.5449   -27.21194   0.01023   -31.37551   0.03531   4       1.97507   0.12053   45.564484   0.244186
  N_90_3                     34.4218    -4.00974   1.0345   -27.54964   0.01203   -31.21718   0.03146   4       2.32988   0.19218   43.137969   0.225413
  N_141_33                   33.41729   -5.03032   0.4427   -27.15179   0.01299   -31.18613   0.05549   4       2.59344   0.33902   44.561981   0.373487
  N_27_19                    35.68503   -4.56307   0.7605   -27.0683    0.00995   -30.50232   0.00766   4       1.8871    0.03212   40.394814   0.12286
  N_89_6                     34.7078    -3.97649   1.1606   -27.46164   0.01682   -31.27468   0.03322   4       2.30441   0.18369   43.877379   0.236988
  N_97_5                     35.96292   -5.63065   1.3452   -27.25295   0.00953   -31.45314   0.04324   4       1.99713   0.20205   45.908477   0.294781
  N_50_57                    36.40483   -4.35915   0.9214   -27.43876   0.01683   -31.40605   0.02914   4       2.09155   0.1502    44.837286   0.210626
  N_86_13                    34.29286   -4.19529   1.2463   -27.38011   0.01023   -31.4712    0.0339    4       1.97634   0.14227   45.506984   0.234046
  N_163_3                    32.13355   -6.56487   1.9247   -27.19946   0.00936   -31.22703   0.07482   4       2.33699   0.32779   44.636516   0.497626
  N_38_117                   34.57272   -4.85348   1.083    -27.58356   0.01131   -30.6115    0.00597   4       1.7694    0.02199   39.005319   0.177249
  N_126_5                    32.05851   -4.32931   0.6498   -27.84484   0.0201    -31.36278   0.03218   4       2.28348   0.2125    42.889523   0.245649
  N_72_3                     34.76236   -6.35207   0.7545   -27.85806   0.01547   -31.32588   0.03133   4       2.35642   0.22664   42.592088   0.237876
  N_66_14                    35.78836   -5.88875   0.7147   -28.06786   0.02234   -31.48282   0.03154   4       2.04128   0.1759    42.768035   0.251169
  N_38_68                    34.53436   -4.97924   0.7144   -26.81622   0.01116   -30.50228   0.00365   4       2.00818   0.01663   41.426538   0.087808
  N_8_10                     36.42006   -3.58928   0.8628   -27.34596   0.00812   -31.46556   0.03417   4       2.08345   0.17768   45.609601   0.2348
  N_12_29                    36.37501   -3.07491   1.2267   -27.58428   0.01391   -31.53678   0.0413    4       1.96352   0.18115   45.103563   0.283046
  N_145_26                   32.01268   -5.05      1.8639   -27.17867   0.00611   -31.31813   0.06242   4       2.28444   0.25192   45.322331   0.416487
  N_176_5                    30.8787    -6.92678   0.8561   -27.73111   0.01127   -31.48571   0.0475    4       2.05886   0.26083   44.165707   0.322948
  N_18_46                    35.61836   -4.03139   0.551    -27.71533   0.02173   -31.46945   0.03535   4       2.10764   0.20849   44.123092   0.257524
  N_70_8                     34.43423   -5.95354   1.1477   -27.51923   0.00844   -31.38497   0.03183   4       2.23149   0.16964   44.368852   0.21973
  N_156_38                   32.65033   -6.00261   1.6391   -27.24441   0.00902   -31.40039   0.06273   4       2.18858   0.28428   45.595612   0.419575
  N_39_1                     34.62425   -4.79554   1.0757   -27.7063    0.01295   -31.44501   0.02842   4       2.16333   0.1418    43.998906   0.205422
  N_27_42                    35.53381   -4.45964   1.6796   -27.33842   0.01052   -31.61167   0.04627   4       1.89099   0.14927   46.603902   0.316349
  N_16_9                     36.44647   -2.9256    1.2055   -27.71414   0.01034   -31.58433   0.04537   4       1.93791   0.18178   44.88547    0.307085
  N_141_20                   33.33402   -5.13087   0.7422   -27.59225   0.01321   -31.38634   0.03677   4       2.34059   0.22135   44.07895    0.255601
  N_127_9                    31.77549   -4.23803   0.7724   -27.75296   0.0123    -31.56902   0.0382    4       1.96323   0.19566   44.625593   0.263428
  N_122_11                   33.44159   -4.25155   0.8478   -27.66818   0.01522   -31.53454   0.03855   4       2.05523   0.21128   44.745315   0.267451
  N_152_38                   33.8847    -6.0613    0.7632   -27.69298   0.01459   -31.32804   0.03321   4       2.5004    0.21889   43.282149   0.239712
  N_20_6                     35.2518    -4.95495   0.8111   -27.98076   0.02173   -31.51736   0.03515   4       2.1063    0.18551   43.352365   0.264035
  N_29_4                     36.91229   -4.97568   0.5052   -27.91707   0.03594   -31.5442    0.03057   4       2.06495   0.15668   43.790085   0.261484
  N_96_22                    33.54274   -3.52627   0.8185   -27.77847   0.01494   -31.61273   0.04141   4       1.92329   0.19485   44.809376   0.285582
  N_66_41                    35.77098   -5.71415   1.0685   -27.58538   0.01058   -31.58906   0.04261   4       2.00855   0.20796   45.443788   0.289018
  N_152_6                    33.96615   -6.2927    1.2253   -27.34665   0.0093    -31.47801   0.05249   4       2.21465   0.30895   45.68887    0.352989
  N_90_17                    34.4868    -3.88795   0.751    -28.0053    0.02255   -31.57258   0.03249   4       2.06986   0.18799   43.616016   0.248547
  N_168_33                   31.49862   -6.62686   0.2436   -27.1566    0.02321   -30.53794   0.01704   4       2.23055   0.07449   40.268198   0.184945
  N_158_28                   31.71552   -5.98339   1.1496   -27.70981   0.01043   -31.53258   0.06255   4       2.15086   0.38953   44.561963   0.418676
  N_18_19                    35.50758   -4.22478   0.9505   -27.70472   0.01557   -31.42262   0.03327   4       2.37944   0.20397   43.857737   0.238217
  N_60_10                    37.17585   -5.59094   0.7861   -27.97922   0.01822   -31.48707   0.04806   4       2.2928    0.30507   43.158941   0.338819
  N_137_16                   32.22202   -4.56489   0.5563   -27.50247   0.01331   -31.41072   0.03479   4       2.51211   0.23318   44.607258   0.241699
  N_148_27                   31.0279    -5.13885   1.1516   -27.60658   0.01253   -31.59939   0.03994   4       2.05605   0.20853   45.425112   0.273295
  N_166_22                   31.61096   -6.72698   0.3656   -28.09133   0.05168   -31.47186   0.04336   4       2.42851   0.23461   42.599682   0.372942
  N_77_47                    35.10328   -5.04218   0.2525   -27.373     0.01885   -30.63941   0.00849   4       1.98677   0.03626   40.051363   0.160663
  N_22_41                    35.35522   -4.14915   1.6448   -27.49303   0.00951   -31.61691   0.0549    4       2.07876   0.21617   46.005498   0.368589
  N_145_6                    31.77406   -5.24072   1.1749   -27.46341   0.00765   -31.59634   0.05987   4       2.14694   0.34972   45.991123   0.40025
  N_34_40                    36.39079   -5.13392   1.1816   -27.05722   0.01316   -31.47548   0.03008   4       2.3679    0.16023   46.857081   0.224396
  N_158_9                    31.93359   -6.16555   0.6496   -27.44872   0.01221   -30.73555   0.01259   4       1.90571   0.05784   40.37531    0.15912
  N_68_5                     34.87715   -5.9453    0.2916   -27.43388   0.0171    -30.7585    0.01374   4       1.81093   0.05846   40.587393   0.166216
  N_20_43                    35.10478   -4.7483    0.76     -27.7746    0.0155    -31.68132   0.04349   4       2.03333   0.2247    45.277494   0.298484
  N_90_15                    34.25915   -3.9149    1.1105   -27.73501   0.01107   -31.61144   0.043     4       2.17953   0.23111   44.978791   0.292268
  N_20_46                    35.26934   -4.71112   1.0501   -27.81082   0.01201   -31.57445   0.04016   4       2.26257   0.25148   44.424525   0.276585
  N_46_39                    36.25709   -4.13178   1.156    -27.60397   0.01503   -31.5955    0.02665   4       2.23731   0.17871   45.410147   0.193302
  N_166_10                   31.62908   -6.84213   0.5285   -27.77006   0.0225    -31.54009   0.04052   4       2.4583    0.27289   44.364826   0.289403
  N_50_17                    36.16967   -4.61608   0.9066   -27.4881    0.0109    -31.61267   0.03019   4       2.23991   0.20399   45.997723   0.211944
  N_6_20                     35.8522    -3.41013   0.773    -27.70099   0.01739   -31.43117   0.0387    4       2.6477    0.34128   43.929385   0.273078
  N_24_14                    35.13388   -3.50896   0.5745   -28.10489   0.03682   -31.6528    0.04688   4       2.24553   0.27292   43.737267   0.355085
  N_12_36                    36.34741   -3.0456    0.7893   -27.76056   0.02017   -31.70683   0.05365   4       2.16613   0.39394   45.503183   0.366995
  N_99_73                    33.51703   -5.1346    0.5695   -27.9565    0.02211   -31.50769   0.02963   4       2.65412   0.23048   43.38792    0.232583
  N_138_12                   31.60274   -4.59029   0.9628   -27.85101   0.01201   -31.63938   0.06607   4       2.29029   0.44258   44.688133   0.442602
  N_84_27                    34.96731   -4.15553   0.6923   -27.79992   0.02076   -30.85473   0.01332   4       1.90491   0.06028   39.723397   0.203134
  N_69_14                    34.79413   -5.85415   0.5579   -27.21919   0.01221   -30.77764   0.01165   4       2.09425   0.05779   41.592517   0.126329
  N_67_3                     35.36989   -5.98272   0.5798   -27.66955   0.01575   -31.73161   0.06252   4       2.2374    0.42291   46.039164   0.420717
  N_123_23                   33.07687   -4.24902   0.559    -27.90385   0.02286   -31.76709   0.05549   4       2.16518   0.34653   45.313917   0.381693
  N_166_3                    31.76805   -6.94494   1.1551   -27.58524   0.00903   -31.51615   0.0483    4       2.57652   0.39878   44.963601   0.324886
  N_103_9                    37.18991   -4.564     1.871    -26.66852   0.01357   -31.00575   0.02328   4       1.77718   0.06549   45.351028   0.181534
  N_86_37                    34.11856   -4.02975   0.8308   -27.19782   0.01141   -30.86097   0.01728   4       2.01106   0.08149   42.229472   0.143504
  N_36_14                    35.70699   -5.24812   0.3137   -27.20002   0.01148   -30.81716   0.01415   4       2.14446   0.06413   41.931587   0.131165
  N_135_31                   32.91264   -4.4352    0.4855   -26.83615   0.01662   -30.77774   0.01536   4       2.22367   0.07744   43.161298   0.132723
  N_139_28                   32.06712   -4.43112   0.999    -27.35743   0.01009   -30.91955   0.02339   4       1.93391   0.09866   41.962316   0.181571
  N_25_28                    35.16453   -3.13898   0.4518   -27.04692   0.01937   -30.73031   0.01751   4       2.42058   0.0941    41.985682   0.157182
  N_148_52                   30.8694    -4.96051   0.7652   -27.71477   0.01522   -30.93289   0.02418   4       1.94639   0.11583   40.587369   0.219087
  N_65_21                    35.87573   -5.79947   0.3539   -27.39946   0.01605   -30.98111   0.01904   4       1.80564   0.08282   42.19617    0.164664
  N_168_15                   31.49455   -6.8587    0.3684   -27.8372    0.03342   -30.94734   0.01826   4       1.9691    0.08262   40.181436   0.238309
  N_77_33                    35.02325   -5.158     0.9665   -27.81333   0.01248   -31.87937   0.03741   4       2.15997   0.25081   46.424857   0.257633
  N_158_22                   31.82558   -6.06828   0.7061   -27.63829   0.01464   -31.00605   0.02064   4       1.92953   0.09531   41.382878   0.187405
  000322.47-020051.6          0.84363   -2.01435   2.0356   -27.7759    0.01153   -31.47554   0.03782   5       1.86854   0.12794   43.915282   0.26315
  000325.40+020155.7          0.85587    2.03216   0.78     -27.7292    0.01424   -30.94834   0.01495   5       1.91496   0.09621   40.63017    0.178239
  000335.49-061112.5          0.89792   -6.18681   2.857    -27.6116    0.01575   -31.38164   0.05551   5       1.93938   0.15956   43.968742   0.376849
  000346.60+020640.2          0.94417    2.11117   0.8886   -27.8373    0.01035   -31.30387   0.02037   5       2.15334   0.11233   42.531945   0.172534
  000524.22+201510.4          1.35092   20.25292   1.6304   -28.1898    0.0223    -31.50655   0.04465   5       2.2738    0.27392   42.425299   0.331393
  000524.83-084502.8          1.35346   -8.7508    1.0676   -27.2147    0.00854   -31.28949   0.03278   5       2.25373   0.19968   44.985979   0.225616
  000532.84+200717.4          1.38686   20.12151   0.3814   -27.3564    0.03157   -30.96735   0.03383   5       2.77515   0.20303   42.281721   0.269962
  000548.24-084808.4          1.45101   -8.80235   1.184    -26.8421    0.0083    -30.73094   0.02477   5       1.86749   0.14616   42.828346   0.175329
  000549.52+201308.8          1.45636   20.21913   1.9737   -28.0237    0.01822   -31.73919   0.05828   5       2.07634   0.23903   44.639296   0.397286
  000556.61+201240.6          1.48589   20.21129   1.4831   -28.3964    0.03295   -32.07248   0.0445    5       2.23455   0.27498   45.311181   0.330914
  000601.31+200353.4          1.50548   20.06484   1.3709   -27.6565    0.01145   -31.45881   0.0267    5       1.95043   0.16553   44.293777   0.191659
  000609.72+201450.1          1.54052   20.24727   1.1138   -27.9253    0.01272   -31.70532   0.02451   5       2.25652   0.15399   44.818799   0.180559
  000639.48+200432.7          1.66451   20.07577   1.0852   -27.516     0.011     -31.50051   0.02435   5       2.63307   0.3184    45.143933   0.174651
  000640.53+201128.4          1.66892   20.19124   1.9088   -28.3039    0.02967   -32.09953   0.06898   5       2.32038   0.32436   45.86823    0.4746
  001109.60+004545.6          2.79002    0.76267   1.4769   -27.7515    0.0101    -31.57145   0.05164   5       2.21409   0.30051   44.647593   0.347898
  001117.11+005016.9          2.82129    0.83804   2.0712   -28.2065    0.02053   -31.8493    0.06631   5       2.12488   0.23807   44.616986   0.451706
  001131.42+004718.3          2.88094    0.78843   1.8804   -27.7793    0.0117    -31.82969   0.10221   5       2.29297   0.52884   46.236588   0.677762
  001723.91-010003.4          4.34964   -1.00097   1.855    -28.1209    0.01717   -31.63343   0.05628   5       2.22689   0.24704   43.544      0.389031
  001728.91-010001.4          4.37049   -1.00041   0.9103   -27.876     0.01516   -31.49858   0.02226   5       2.0398    0.13764   43.657408   0.177702
  001731.27-004859.3          4.38031   -0.81649   1.356    -27.5434    0.01048   -31.5698    0.03943   5       2.2859    0.2713    45.488651   0.268702
  001909.28+034642.1          4.7887     3.77836   1.2747   -27.417     0.00847   -31.05622   0.0219    5       2.14141   0.15033   42.61963    0.167085
  001913.57-080410.6          4.80654   -8.06962   3.412    -27.3647    0.01668   -31.66604   0.10141   5       2.10688   0.26197   46.854824   0.676332
  002135.78-020511.2          5.39912   -2.08645   1.3849   -28.1248    0.01537   -31.30363   0.02465   5       2.48682   0.12737   41.353371   0.225332
  002204.04+013313.9          5.51687    1.55388   1.3929   -28.2073    0.01828   -32.03741   0.08045   5       2.55766   0.72927   45.854087   0.538794
  002211.08+011455.3          5.54619    1.24871   2.209    -28.158     0.02377   -31.84291   0.14206   5       2.79304   0.64469   44.773405   0.944452
  002220.86+012641.2          5.58695    1.4448    1.3561   -28.0646    0.01314   -31.96551   0.04323   5       2.35261   0.27351   45.964184   0.294963
  002235.96+001850.0          5.64984    0.31389   0.5222   -28.1011    0.03009   -31.49617   0.03233   5       2.42042   0.21774   42.719983   0.269671
  002239.10+012950.2          5.66295    1.49728   1.8667   -27.6762    0.01257   -31.40693   0.03055   5       2.17022   0.14268   43.871036   0.218185
  002244.51+013250.1          5.68548    1.54726   2.983    -27.818     0.02175   -31.71268   0.16183   5       2.43495   0.51443   45.306604   1.072142
  002259.40+011919.4          5.74752    1.32207   1.8486   -28.1969    0.01659   -32.13473   0.09158   5       2.20763   0.3783    46.53838    0.609922
  002303.15+011533.6          5.76314    1.25933   0.729    -26.891     0.01055   -30.61643   0.00832   5       1.92266   0.05918   41.873089   0.096569
  002327.21+012246.8          5.86338    1.37968   0.8448   -27.607     0.01322   -31.43533   0.03572   5       2.34675   0.51085   44.3416     0.248418
  002630.16+165656.5          6.62571   16.94903   2.859    -27.9919    0.03686   -31.53722   0.10677   5       2.32037   0.31497   43.437714   0.725464
  003014.35+044843.1          7.55981    4.81198   1.6881   -27.9714    0.01244   -31.89815   0.04782   5       1.99167   0.21468   45.90157    0.323702
  003031.67+044726.6          7.63198    4.79075   1.434    -27.8074    0.01004   -31.56482   0.02815   5       2.2518    0.16316   44.375027   0.200437
  003037.65+044706.1          7.65691    4.78505   1.0259   -27.8951    0.01117   -31.705     0.02636   5       2.46119   0.22165   44.940324   0.189132
  003509.03-021235.0          8.78764   -2.20975   0.4765   -27.6217    0.01714   -31.03158   0.03748   5       2.59511   0.25109   41.619138   0.278622
  003517.37+022446.9          8.82239    2.41305   1.56     -27.0256    0.00837   -31.24566   0.07475   5       2.29437   0.46608   45.471123   0.498453
  003909.83+004445.4          9.791      0.74596   1.6332   -28.0665    0.01621   -32.04724   0.08974   5       2.36159   0.57533   46.495324   0.597703
  003922.11+005216.8          9.84216    0.87135   1.5672   -28.0291    0.0126    -31.7759    0.04643   5       2.44667   0.24116   44.85925    0.317105
  003922.44+005951.7          9.84353    0.9977    1.9977   -27.7002    0.01132   -31.49814   0.08879   5       2.54629   0.43786   44.374212   0.590345
  003940.23+004241.5          9.91763    0.71154   1.7005   -27.7521    0.01102   -31.45936   0.05029   5       2.13775   0.2794    43.906028   0.341631
  004121.51-092209.7         10.33964   -9.36937   1.5373   -27.4168    0.00739   -31.50554   0.02726   5       2.18464   0.15297   45.583214   0.190438
  004149.64-094705.0         10.45686   -9.78475   1.6215   -26.6677    0.00544   -30.77745   0.04749   5       2.2607    0.24741   43.849001   0.318966
  004247.15+010019.3         10.6965     1.00537   1.1099   -27.205     0.0102    -31.24026   0.03033   5       2.24517   0.30127   44.701073   0.211019
  004250.54+010205.9         10.71059    1.03498   0.5994   -27.4402    0.01802   -31.06587   0.02936   5       2.22038   0.22854   42.588283   0.221457
  004312.70+005605.0         10.80295    0.93473   0.9036   -27.3472    0.01141   -31.0385    0.02022   5       1.83038   0.11629   42.788539   0.157855
  004315.08+011445.5         10.81285    1.24599   1.566    -26.8565    0.00837   -31.12912   0.04267   5       2.37716   0.29171   45.394947   0.292342
  004319.74+005115.4         10.83226    0.85428   0.309    -26.637     0.00709   -30.03778   0.00434   5       1.91088   0.01961   39.097384   0.116531
  004336.00+010636.9         10.90001    1.11027   0.9996   -27.5884    0.01287   -31.21477   0.02187   5       1.9613    0.17124   42.963398   0.172278
  004423.32+011620.4         11.09718    1.27236   1.276    -27.8394    0.01189   -31.7863    0.06608   5       2.46439   0.56796   45.704437   0.441524
  004456.02-014115.3         11.23343   -1.68759   1.8036   -28.2558    0.02047   -31.93743   0.07066   5       2.44439   0.3131    44.996277   0.478773
  004505.31-014048.0         11.27213   -1.68002   3.282    -27.7953    0.02169   -31.82952   0.08477   5       1.99552   0.20874   46.169965   0.568428
  004506.93-013658.6         11.27892   -1.61628   1.7004   -28.137     0.02013   -31.9114    0.05319   5       2.17281   0.23828   45.310991   0.365561
  004514.47-014054.4         11.3103    -1.68178   0.935    -27.8223    0.01087   -31.2112    0.0191    5       2.07205   0.14432   41.982298   0.173622
  004556.69+202528.9         11.48623   20.4247    2.411    -27.7154    0.01855   -31.7742    0.19004   5       2.7654    0.75127   46.132293   1.256548
