100.00,105.06,110.26,115.58,121.05,126.67,132.43,138.36,144.44,150.70,157.14,163.77,170.59,177.61,184.85,192.31,200.00,207.94,216.13,224.59,233.33,242.37,251.72,261.40,271.43,281.82,292.59,303.77,315.38,327.45,340.00
66.67,70.04,73.50,77.06,80.70,84.44,88.29,92.24,96.30,100.47,104.76,109.18,113.73,118.41,123.23,128.21,133.33,138.62,144.09,149.73,155.56,161.58,167.82,174.27,180.95,187.88,195.06,202.52,210.26,218.30,226.67
50.00,52.53,55.13,57.79,60.53,63.33,66.22,69.18,72.22,75.35,78.57,81.88,85.29,88.81,92.42,96.15,100.00,103.97,108.06,112.30,116.67,121.19,125.86,130.70,135.71,140.91,146.30,151.89,157.69,163.73,170.00
40.00,42.03,44.10,46.23,48.42,50.67,52.97,55.34,57.78,60.28,62.86,65.51,68.24,71.04,73.94,76.92,80.00,83.17,86.45,89.84,93.33,96.95,100.69,104.56,108.57,112.73,117.04,121.51,126.15,130.98,136.00
33.33,35.02,36.75,38.53,40.35,42.22,44.14,46.12,48.15,50.23,52.38,54.59,56.86,59.20,61.62,64.10,66.67,69.31,72.04,74.86,77.78,80.79,83.91,87.13,90.48,93.94,97.53,101.26,105.13,109.15,113.33
28.57,30.02,31.50,33.02,34.59,36.19,37.84,39.53,41.27,43.06,44.90,46.79,48.74,50.75,52.81,54.95,57.14,59.41,61.75,64.17,66.67,69.25,71.92,74.69,77.55,80.52,83.60,86.79,90.11,93.56,97.14
25.00,26.27,27.56,28.90,30.26,31.67,33.11,34.59,36.11,37.68,39.29,40.94,42.65,44.40,46.21,48.08,50.00,51.98,54.03,56.15,58.33,60.59,62.93,65.35,67.86,70.45,73.15,75.94,78.85,81.86,85.00
22.22,23.35,24.50,25.69,26.90,28.15,29.43,30.75,32.10,33.49,34.92,36.39,37.91,39.47,41.08,42.74,44.44,46.21,48.03,49.91,51.85,53.86,55.94,58.09,60.32,62.63,65.02,67.51,70.09,72.77,75.56
20.00,21.01,22.05,23.12,24.21,25.33,26.49,27.67,28.89,30.14,31.43,32.75,34.12,35.52,36.97,38.46,40.00,41.59,43.23,44.92,46.67,48.47,50.34,52.28,54.29,56.36,58.52,60.75,63.08,65.49,68.00
